,1896,1900,1904,1908,1912,1920,1924,1928,1932,1936,1948,1952,1956,1960,1964,1968,1972,1976,1980,1984,1988,1992,1996,2000,2004,2008,2012,2016,2020,2024
United States,20,48,231,47,64,95,99,56,0,57,84,76,74,0,90,107,94,94,0,174,94,108,101,93,101,112,104,121,113,126
Greece,47,0,2,4,2,1,0,0,0,0,0,0,1,0,0,1,2,0,3,2,1,2,8,13,16,3,2,6,4,8
Germany,13,9,15,13,25,0,0,31,0,101,0,24,0,0,0,0,0,0,0,0,0,82,65,56,49,41,44,42,37,33
France,11,103,1,19,14,41,38,21,0,19,29,18,14,0,15,15,13,9,14,28,16,29,37,38,33,43,35,42,33,64
Great Britain,7,31,2,146,41,42,34,20,0,14,23,11,24,0,18,13,18,13,21,37,24,20,15,28,30,51,65,67,64,65
Hungary,6,5,4,9,8,0,9,9,0,16,27,42,26,0,22,32,35,22,32,0,23,30,21,17,17,10,18,15,20,19
Austria,5,6,3,1,4,0,4,3,0,17,4,2,2,0,0,4,3,1,4,3,1,2,3,3,7,3,0,1,7,5
Australia,2,5,4,0,0,3,6,4,0,1,13,11,35,0,18,17,17,5,9,24,14,27,41,58,50,46,35,29,46,53
Denmark,6,6,0,5,12,13,9,6,0,5,20,6,4,0,6,8,1,3,5,6,4,6,6,6,8,7,9,15,11,9
Switzerland,3,9,3,0,0,11,25,15,0,18,20,14,1,0,4,5,3,4,2,8,4,1,7,9,5,7,4,7,13,8
Mixed team,2,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgium,0,17,0,8,6,36,13,3,0,3,7,4,2,0,3,2,2,6,1,4,2,3,6,5,3,2,3,6,7,10
Italy,0,5,0,4,6,23,16,19,0,27,27,21,25,0,27,16,18,13,15,32,14,19,35,34,32,27,28,28,40,40
Cuba,0,2,3,0,0,0,0,0,0,0,1,0,0,0,1,4,8,13,20,0,0,31,25,29,27,30,15,11,15,9
Canada,0,2,6,16,8,9,4,15,0,9,3,3,6,0,4,5,5,11,0,44,10,18,22,14,12,20,18,22,24,27
Spain,0,1,0,0,0,2,0,1,0,0,1,1,0,0,0,0,1,2,6,5,4,22,17,11,20,19,20,17,17,18
Luxembourg,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norway,0,5,2,8,10,31,10,4,0,6,7,5,3,0,0,2,4,2,0,3,5,7,7,10,6,9,4,4,8,8
Netherlands,0,5,0,2,3,11,10,19,0,17,16,5,0,0,10,7,5,5,3,13,9,15,19,25,22,16,20,19,36,34
India,0,2,0,0,0,0,0,1,0,1,1,2,1,0,1,1,1,0,1,0,0,0,1,1,1,3,6,2,7,6
Bohemia,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
